Gene_symbol,CRO-AP2,DB,GRANTA-519,JM1,JSC-1,KARPAS-1106P,KARPAS-422,NU-DUL-1,OCI-LY7,RC-K8,SCC-3,SLVL,SU-DHL-4,SU-DHL-8,TK,TUR,WSU-DLCL2
Null,Sensitive,Resistive,Resistive,Sensitive,Resistive,Sensitive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Sensitive
TCEAL3-AS1,0.0,0.0,0.51,0.0,0.0,0.71,1.2,0.0,0.32,0.0,0.77,0.56,0.0,0.0,0.3,0.0,0.16
TCEAL4,25.2,0.65,10.54,17.71,0.0,65.24,72.85,0.28,12.69,1.49,0.0,35.06,0.13,0.07,47.92,0.0,0.13
TCEAL4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL6,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL7,0.0,0.0,0.07,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
TCEAL8,162.42,46.25,67.54,68.06,89.59,135.56,73.57,37.21,87.36,1.82,0.0,15.99,0.13,18.37,94.45,39.07,61.53
TCEAL9,0.89,11.79,25.06,61.98,1.34,43.58,65.1,0.49,6.78,0.56,0.0,9.78,0.33,0.27,75.52,0.0,0.07
TCEANC,5.85,3.8,3.74,2.51,2.14,7.51,4.35,3.28,3.55,5.59,1.81,2.58,2.43,2.45,5.17,3.43,5.07
TCEANC2,6.8,13.2,20.51,7.52,7.46,8.44,9.86,11.72,7.16,8.54,7.1,5.99,8.95,11.89,12.3,12.88,11.42
TCERG1,50.74,68.88,88.89,115.75,51.49,55.3,93.06,81.65,63.84,79.29,64.68,40.0,58.43,76.15,94.53,82.08,44.54
TCERG1L,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCERG1L-AS1,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
TCF3,157.6,179.03,214.41,538.82,161.22,395.41,157.12,565.26,556.01,285.33,65.02,182.74,381.11,720.28,526.59,101.4,454.6
TCF3P1,0.17,0.0,0.2,0.04,0.2,1.5,0.4,0.24,0.16,0.07,0.07,0.78,0.0,0.0,0.11,0.1,0.0
TCF4,5.52,62.07,50.26,51.07,49.81,103.42,40.06,39.2,14.99,2.62,10.62,12.27,7.02,0.6,68.35,2.53,16.36
TCF4-AS1,0.0,0.0,0.24,0.34,0.0,0.0,0.68,0.31,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
TCF4-AS2,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.0
TCF7,0.0,0.11,5.92,4.9,0.03,7.04,0.2,0.14,0.51,30.36,0.03,2.48,0.43,1.28,0.26,0.07,2.6
TCF7L1,0.0,0.08,1.6,0.38,0.13,0.07,0.44,0.52,0.03,0.03,0.47,0.03,0.46,0.24,0.0,0.8,0.07
TCF7L1-IT1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7L2,0.07,17.0,3.43,0.65,0.07,0.32,0.68,0.28,3.55,0.07,23.18,0.71,0.56,1.91,6.64,4.19,2.07
TCF12,21.67,92.77,44.24,52.59,18.57,34.21,79.24,38.54,24.84,30.06,38.72,27.95,38.07,32.18,121.15,67.08,59.09
TCF15,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.53,4.22,0.09,0.0,0.0,0.0,0.0,0.0
TCF19,59.03,72.38,63.52,119.17,55.9,107.71,47.73,39.13,99.03,134.24,15.04,89.59,79.38,113.44,83.28,51.74,64.43
TCF20,48.59,57.66,42.47,32.83,59.68,37.43,83.03,34.81,45.42,30.62,26.53,38.6,47.15,30.0,33.56,33.84,35.23
TCF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF23,0.2,0.11,0.1,0.11,0.2,0.32,0.2,0.07,0.19,0.23,0.13,0.16,0.1,0.07,0.26,0.21,0.0
TCF24,0.79,0.0,0.03,0.27,0.0,0.04,0.0,0.0,0.0,0.26,0.0,0.0,0.39,0.0,0.04,0.0,0.0
TCF25,80.67,44.2,45.6,41.04,61.49,70.21,60.43,50.47,43.35,48.23,55.67,35.06,49.41,34.8,35.81,60.19,58.34
TCFL5,18.4,37.08,27.54,38.23,19.54,106.99,15.66,29.93,13.07,146.02,20.87,5.43,19.31,24.62,37.68,52.57,15.31
TCHH,0.0,0.0,0.07,0.04,0.0,0.18,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.52,0.03
TCHHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCHP,20.28,17.99,15.74,22.38,13.75,12.58,29.24,21.21,12.08,10.2,6.06,10.46,8.79,28.45,19.65,12.61,14.39
TCIM,0.07,0.08,0.1,0.08,0.0,0.0,0.0,0.21,0.0,0.17,0.0,0.0,0.13,0.07,0.0,0.0,0.03
TCIRG1,452.88,25.45,114.43,17.25,204.61,108.1,108.2,70.45,93.69,92.1,76.61,69.18,79.93,50.29,36.97,82.74,85.07
TCL1A,0.03,373.99,110.45,707.39,0.0,0.14,286.17,2106.89,949.12,0.03,0.0,0.0,363.21,2148.41,3123.1,0.0,0.2
TCL1B,0.0,22.9,0.44,580.69,0.0,0.18,0.2,4.74,5.5,0.03,0.0,0.0,0.1,2.89,5.4,0.0,0.26
TCL6,1.95,14.83,8.13,8.93,0.7,5.58,8.63,34.46,17.13,0.4,0.13,0.03,10.89,46.49,20.59,0.14,4.77
TCN1,0.0,0.08,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.2,0.03,0.0,0.1,0.36
TCN2,0.1,0.04,3.06,0.34,0.07,0.04,0.72,0.07,0.93,0.56,54.16,0.03,0.1,0.0,0.07,2.42,0.13
TCOF1,44.0,48.42,48.25,71.02,44.36,43.4,62.07,78.23,46.16,66.41,29.54,24.34,34.29,47.73,74.99,30.55,26.01
TCP1,212.1,414.04,228.59,421.36,198.22,213.09,261.04,323.28,181.34,371.37,335.43,70.95,218.0,315.11,217.62,209.11,165.1
TCP1P1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
TCP1P3,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP10L3,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0
TCP10L,0.13,0.46,0.88,1.18,0.03,0.43,0.12,0.17,0.7,0.17,1.61,0.19,0.23,0.17,3.07,1.28,0.3
TCP10L2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
TCP11,0.4,0.0,0.14,0.0,0.2,0.14,0.04,0.03,0.06,0.0,0.13,0.03,0.0,0.2,0.0,1.07,0.1
TCP11L1,3.5,27.12,10.51,7.41,4.28,9.4,17.33,9.07,12.43,11.09,9.25,22.98,7.7,9.91,10.5,6.72,15.11
TCP11L2,5.71,1.1,2.69,1.56,11.41,16.37,14.18,1.5,1.95,2.45,10.48,0.78,9.8,2.32,2.92,2.08,10.27
TCP11X1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP11X2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP11X3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCTA,43.64,31.57,22.34,16.45,26.96,34.14,73.93,44.96,26.15,18.08,4.62,20.37,25.21,45.31,38.28,20.68,28.34
TCTE1,0.13,0.34,0.14,0.34,0.2,0.07,0.52,0.59,0.35,1.22,4.32,0.99,0.1,0.87,0.34,2.04,0.16
DYNLT2,4.23,11.03,10.07,3.95,2.78,6.68,6.75,2.62,10.52,7.85,8.51,2.48,6.03,10.78,6.82,9.49,6.52
DYNLT5,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.19,0.0,3.52,0.0,0.0,0.0,0.07,0.0,0.0
DYNLT2B,12.16,16.66,6.77,15.5,8.3,11.05,16.57,31.04,18.32,19.43,10.89,8.1,23.93,22.98,12.07,6.16,35.42
DYNLT4,0.1,0.42,0.14,0.08,0.17,0.11,0.36,0.07,0.06,0.2,0.03,0.09,0.23,0.0,0.04,0.55,0.43
TCTN1,5.65,0.72,12.17,1.48,6.42,44.68,6.51,1.78,4.44,22.71,13.63,20.93,2.92,4.7,2.06,3.53,5.4
TCTN2,4.36,1.52,3.26,2.66,4.55,4.15,4.55,2.76,4.35,2.18,12.39,5.99,2.75,2.79,8.02,0.76,6.98
TCTN3,57.28,34.57,42.37,33.93,84.51,28.06,22.57,27.73,24.49,65.65,47.1,88.62,32.52,29.19,29.92,51.46,24.0
TDG,49.55,66.22,37.68,127.68,57.78,63.92,68.14,72.02,57.79,64.92,47.57,33.82,37.84,39.77,86.39,23.62,25.38
TDGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
TDGF1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDGF1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDGF1P3,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0
TDGF1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDGF1P5,0.0,0.84,1.02,1.41,0.0,0.11,1.36,0.87,0.03,0.0,0.0,0.0,0.39,0.0,0.0,0.14,0.0
TDGF1P6,0.0,0.27,0.41,0.19,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.26,0.24,0.07,0.0,0.0
TDGF1P7,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.03,0.17,0.17,0.03,0.0,0.1,0.0,0.07,0.1
TDGP1,1.16,0.19,0.0,0.15,1.17,1.29,0.16,0.1,1.5,1.59,0.9,0.59,0.0,0.1,1.99,0.8,0.0
TDH,0.03,0.49,0.0,0.57,0.03,0.54,0.88,0.24,0.06,0.13,0.03,0.34,0.1,0.47,0.07,0.03,0.1
TDO2,0.13,0.0,0.2,0.0,5.12,0.04,0.0,0.0,0.0,0.0,0.1,0.31,0.0,0.0,0.0,0.0,0.0
TDP1,23.45,49.44,31.39,37.89,12.45,21.06,55.44,42.06,34.65,33.24,36.58,22.08,29.93,34.87,61.9,31.2,23.87
TDP2,45.25,111.52,51.35,151.43,52.89,56.45,112.51,43.53,51.98,44.96,77.85,32.39,49.61,72.02,83.69,46.23,68.18
TDRD1,0.13,0.0,0.0,0.04,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,20.61
TDRD3,10.37,8.44,12.75,10.22,9.6,14.3,4.99,8.34,8.44,13.74,7.0,10.96,7.84,7.66,13.31,14.37,8.43
TDRD5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
TDRD6,0.1,1.9,0.0,0.53,0.0,0.07,2.76,0.07,4.83,0.0,0.13,0.0,1.08,0.0,0.11,0.0,4.28
TDRD7,44.13,1.26,11.02,8.51,14.15,36.32,85.51,17.06,9.08,43.63,8.47,26.61,1.25,4.47,19.01,13.61,7.77
TDRD9,0.07,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,85.88,0.0,0.03,0.0,0.0,8.38,0.0
TDRD10,0.13,0.04,0.1,0.38,0.0,0.0,0.0,0.03,0.0,0.4,0.0,0.0,0.07,0.0,0.0,0.0,0.0
TDRD12,0.3,0.23,0.07,0.04,0.17,0.39,0.16,0.1,0.06,0.07,0.13,2.2,0.03,0.17,0.07,0.07,0.03
TDRD15,0.0,0.0,0.34,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
TDRG1,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.07,0.03,0.0,0.03,0.0,0.0,0.0
TDRKH,19.79,3.27,6.5,16.49,7.19,19.13,7.79,11.09,16.11,13.74,12.73,6.92,2.36,28.28,20.4,24.8,4.97
TDRKH-AS1,2.58,0.11,0.82,2.36,0.87,5.76,1.28,1.92,10.45,5.0,3.01,3.01,0.52,3.66,5.7,14.16,2.7
TDRP,0.03,0.19,0.27,0.08,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0
TEAD1,0.1,0.15,0.07,0.19,2.24,9.37,0.12,0.17,3.2,5.79,15.54,2.14,0.2,0.1,0.0,0.0,0.13
TEAD2,1.16,4.41,7.48,0.95,0.54,0.18,14.94,2.34,9.97,15.13,8.98,0.03,4.85,0.3,0.45,0.03,0.66
TEAD3,0.07,2.17,0.41,0.34,0.1,0.5,0.32,0.45,0.03,0.3,181.48,0.12,0.72,0.1,1.27,9.25,0.36
TEAD4,69.37,25.45,0.92,0.8,0.0,0.61,0.24,0.14,0.03,0.07,36.34,0.0,0.46,0.03,0.0,0.0,0.13
TEC,5.71,24.76,105.04,1.37,1.97,83.08,0.12,11.23,6.17,3.31,18.62,21.4,19.97,4.97,5.1,6.1,30.55
TECPR1,24.21,6.24,17.41,22.0,12.65,11.4,17.41,17.79,15.73,26.45,5.96,10.06,9.25,20.39,14.74,10.29,17.58
TECPR2,18.56,30.16,11.05,3.12,8.83,10.3,13.98,3.7,5.63,7.08,6.06,3.88,4.23,6.95,9.56,9.8,10.6
TECR,49.61,33.24,36.69,21.93,91.13,27.95,31.07,47.05,34.43,37.47,36.61,12.33,34.62,64.46,65.39,60.02,46.91
TECRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECRP1,0.03,0.27,0.0,0.72,0.1,0.11,0.2,0.14,0.0,0.0,0.0,0.0,0.26,0.47,0.0,0.03,0.0
TECRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECTA,3.83,0.34,0.68,0.3,0.7,0.25,0.12,0.0,0.29,1.32,0.17,0.31,0.16,1.07,0.97,0.0,0.59
TECTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEDC1,6.54,7.84,17.48,10.72,6.09,12.9,14.7,8.89,18.64,8.47,9.71,7.55,10.33,15.01,13.65,5.85,6.98
TEDC2,9.02,22.14,28.94,47.2,6.02,14.84,24.16,23.65,39.86,19.33,8.71,21.74,20.92,28.48,16.12,11.01,21.17
TEDDM1,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEDDM2P,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0
TEF,23.52,11.56,10.41,18.35,14.69,13.05,18.93,15.17,7.29,8.87,3.15,1.52,10.75,10.72,22.65,2.25,5.53
TEFM,15.82,18.37,11.19,18.05,21.04,18.45,16.65,12.1,11.48,17.88,7.74,12.36,8.39,11.62,14.4,7.76,8.89
TEK,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0
TEKT2,0.1,0.23,0.44,0.11,0.07,0.11,3.31,0.24,0.06,0.07,0.03,0.03,0.03,0.07,0.11,0.03,0.0
TEKT3,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.03,0.03,0.23,0.0,0.0,0.0,0.07,0.0,0.0
TEKT4,0.76,0.27,0.41,0.34,0.57,1.14,0.32,0.07,0.35,0.63,0.0,13.73,0.1,0.1,0.0,0.14,0.07
TEKT4P2,5.48,1.83,3.2,3.34,4.32,6.51,0.4,0.77,2.37,3.08,0.0,10.96,4.49,4.9,0.0,2.81,1.32
TEKT5,4.89,0.11,1.16,0.04,5.69,2.75,1.44,0.07,0.19,9.77,0.37,0.37,0.62,0.94,0.19,0.73,0.86
TELO2,29.07,44.65,41.59,58.52,28.0,51.76,52.16,56.99,38.65,37.34,15.48,33.91,36.56,29.26,59.96,38.13,19.49
TEMN3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEN1,1.02,0.3,0.14,0.76,0.9,1.11,0.2,0.56,1.47,0.89,1.21,0.84,0.39,0.3,1.35,0.45,0.46
TEN1-CDK3,1.35,2.93,1.19,7.22,1.2,1.93,3.16,2.48,3.71,3.18,3.32,1.43,1.64,1.55,2.77,0.73,0.66
TENM1,0.1,0.04,0.27,0.04,5.35,0.04,0.04,0.03,0.03,0.5,0.17,3.01,0.0,0.0,0.0,0.0,0.0
TENM2,0.92,0.0,0.0,0.04,0.6,0.04,0.04,0.03,0.0,2.68,1.21,1.34,0.07,0.03,0.0,0.0,0.0
TENM3,1.22,0.04,0.27,0.04,0.13,4.0,0.04,0.07,0.0,0.96,6.4,1.8,0.03,0.03,0.0,0.0,0.0
TENM4,0.4,0.04,0.03,0.04,0.0,0.11,0.04,0.0,0.0,0.0,3.32,0.03,0.0,0.0,0.6,0.03,0.0
TEP1,18.13,15.14,25.88,22.0,24.62,30.17,27.76,21.66,10.42,11.42,11.19,14.47,12.03,13.81,15.26,12.05,13.07
TEPP,0.03,0.0,0.17,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.87,0.03,0.03,0.0,0.04,0.03,0.0
TEPSIN,17.44,13.58,19.42,23.22,19.54,23.34,21.37,15.52,36.98,21.85,10.02,23.1,10.79,20.02,32.32,13.37,24.86
TERB1,0.73,0.38,0.34,0.27,0.5,1.11,0.36,0.45,0.74,1.09,0.8,0.78,0.26,0.2,0.75,0.62,0.1
TERB2,0.4,0.0,0.0,0.0,0.2,0.32,0.0,0.0,0.26,0.2,0.3,0.22,0.0,0.0,0.19,0.38,0.0
TERC,0.0,0.11,0.0,0.34,0.07,0.29,1.28,3.24,0.03,0.79,0.07,0.03,0.66,0.2,0.67,0.07,0.1
TERF1,16.78,19.85,12.34,54.8,22.31,12.9,9.9,24.87,18.73,6.75,10.02,11.77,8.72,14.14,22.53,10.63,17.25
TERF1P1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
TERF1P2,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.07,0.1,0.0
TERF1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERF1P4,0.4,0.15,0.17,0.11,0.43,0.21,0.0,0.07,0.51,0.23,0.1,0.31,0.0,0.03,0.71,0.35,0.0
TERF1P5,0.86,0.87,0.24,0.99,1.07,0.5,0.2,0.38,0.93,0.3,0.4,0.43,0.13,0.17,1.39,0.73,0.0
TERF2,28.37,47.77,34.24,41.19,34.59,55.95,54.44,49.63,39.41,28.93,38.92,16.68,53.02,44.41,62.95,26.74,60.71
TERF2IP,98.54,108.74,161.63,117.73,171.89,94.02,164.27,91.48,77.93,107.66,150.13,81.92,127.15,143.47,116.54,56.69,117.63
TERT,8.29,8.9,23.46,19.08,9.63,5.51,1.32,38.82,106.8,5.36,2.21,3.82,5.21,38.39,26.28,11.46,6.72
TES,88.66,0.27,53.19,64.87,78.95,44.4,0.4,35.65,0.22,153.7,0.27,105.24,23.48,111.18,23.17,4.23,29.63
TESC,0.76,84.21,37.3,1.22,0.17,172.8,11.06,46.11,4.41,91.73,0.0,39.96,40.98,0.03,0.04,137.28,78.68
TESC-AS1,0.0,0.34,0.1,0.0,0.03,0.25,0.16,0.14,0.0,0.03,0.03,0.12,0.07,0.0,0.0,0.07,0.33
TESK1,23.98,37.12,21.42,17.33,22.88,50.69,45.41,11.58,35.45,13.57,9.78,13.26,21.05,12.36,26.21,29.71,59.62
TESK2,6.04,61.39,22.55,5.62,6.26,13.69,1.68,9.1,11.86,11.35,17.75,4.07,21.67,9.3,14.14,11.98,26.27
TESMIN,3.93,1.33,4.73,0.27,5.75,1.32,0.16,0.94,8.89,0.03,8.21,0.31,1.67,0.0,0.04,51.57,0.76
TESPA1,5.19,68.46,29.28,10.75,3.81,24.38,50.52,15.14,12.91,0.56,0.03,24.07,69.28,6.58,15.37,0.24,32.3
TET1,0.36,3.84,2.52,5.89,3.18,1.14,1.8,0.87,2.3,0.33,0.03,0.22,1.34,0.47,2.74,3.22,0.79
TET1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TET2,4.2,0.34,19.32,6.31,10.24,8.76,8.75,8.02,0.03,10.69,5.12,16.02,0.49,8.3,8.06,5.13,3.23
TET2-AS1,0.2,0.23,0.0,0.15,0.2,0.0,0.32,0.35,0.22,0.13,0.13,0.03,0.0,0.0,0.04,0.1,0.0
TET3,6.94,18.07,43.8,30.32,10.57,33.85,26.48,37.77,14.93,30.59,12.9,57.91,13.87,14.51,40.5,31.31,16.63
TEX2,11.4,12.63,5.3,14.59,11.91,7.15,5.87,20.3,6.84,7.91,6.26,6.89,3.87,6.42,15.97,25.45,4.58
TEX9,0.1,1.52,0.75,1.56,0.1,7.01,2.48,1.53,8.89,23.47,1.71,23.54,2.03,2.79,8.36,0.17,16.33
TEX10,41.92,67.74,39.68,44.46,35.93,27.1,43.01,47.89,24.49,29.56,19.56,15.71,28.92,25.02,50.51,13.82,20.67
TEX11,0.99,0.0,0.03,0.04,0.13,0.04,0.04,0.0,0.06,0.07,0.13,0.03,0.0,0.0,0.04,0.03,0.0
TEX12,0.43,1.41,0.99,0.53,0.23,0.46,0.16,0.38,0.77,0.13,0.07,0.56,0.66,0.54,0.9,0.28,0.46
TEX13A,0.17,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0
TEX13B,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
TEX13C,,,,,,,,,,,,,,,,,
TEX13D,,,,,,,,,,,,,,,,,
TEX14,0.3,2.74,0.41,0.53,0.64,0.36,0.2,0.28,2.11,30.03,0.57,0.34,0.46,0.57,0.34,0.55,0.13
TEX15,0.0,0.0,0.03,0.08,0.0,0.93,0.0,0.0,0.0,0.0,0.77,0.56,0.0,0.0,0.0,0.0,0.0
TEX19,920.25,0.65,1.22,3.72,81.4,3.15,0.8,0.21,3.07,11.16,0.13,47.82,0.72,9.14,0.37,7.72,0.1
TEX21P,1.29,1.6,3.81,0.42,0.37,3.79,3.24,2.37,4.86,1.95,2.11,1.96,3.21,1.01,0.52,1.0,3.72
TEX22,4.2,1.9,6.36,1.29,2.78,3.18,2.4,4.32,4.64,1.19,5.59,2.14,1.54,3.59,2.25,6.61,4.41
TEX26,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX26-AS1,0.07,0.0,0.03,0.0,0.2,0.04,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.07,0.0
TEX28,0.56,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX28P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX28P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX29,0.07,1.1,1.02,0.19,0.33,2.07,8.15,1.12,0.22,0.63,202.99,0.4,2.56,0.71,2.14,3.26,4.61
TEX30,13.87,49.6,25.81,63.84,15.92,35.5,22.01,39.48,7.83,1.09,26.26,17.2,23.44,83.71,37.27,24.59,17.81
TEX33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX35,0.0,0.04,0.03,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
TEX36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX36-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
TEX37,0.5,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.66,0.0,0.19,0.0,0.0,0.0,0.0,0.0
TEX38,0.07,0.23,0.2,0.23,0.17,0.14,0.92,0.24,0.03,0.03,0.0,0.0,0.2,0.1,0.0,0.07,0.33
TEX41,1.06,0.0,0.07,0.11,0.17,0.04,2.44,0.94,0.03,0.03,0.03,0.03,0.16,2.08,0.26,0.03,0.03
TEX43,0.03,0.11,0.2,0.0,0.13,0.21,0.0,0.42,0.22,0.63,0.03,0.03,0.0,0.34,0.15,0.0,0.23
TEX44,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
TEX45,0.0,0.04,0.03,0.0,0.03,0.04,0.04,0.14,0.1,0.0,2.31,0.06,0.03,0.0,0.04,1.0,0.07
TEX46,0.23,0.76,0.0,0.19,0.2,0.11,0.0,0.1,0.29,0.1,0.67,0.06,0.0,0.47,0.26,0.14,0.0
TEX47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0
TEX48,1.78,0.87,0.14,0.0,0.0,0.04,0.0,0.17,0.03,0.03,0.37,0.0,0.39,0.13,0.0,0.0,0.0
TEX49,1.12,0.0,0.0,0.0,0.5,0.0,0.12,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
TEX50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
