Gene_symbol,A3-KAW,A4-Fuk,BC-1,DB,DOHH-2,Farage,GRANTA-519,JSC-1,KARPAS-1106P,KARPAS-422,RC-K8,SCC-3,SLVL,SU-DHL-10,SU-DHL-5,SU-DHL-6,SU-DHL-8,TK,TUR,VAL
Null,Sensitive,Resistive,Resistive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Resistive,Resistive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Resistive
,,,,,,,,,,,,,,,,,,,,
SNORD114-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-4,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-9,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-11,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-17,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-21,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-32,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-38,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-45,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.24,0.0
SNORD115-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-1,82.47,20.04,8.41,1.33,8.26,1.82,2.96,12.34,0.0,4.59,0.0,1.47,0.68,2.84,2.44,4.69,4.9,4.31,2.18,2.04
SNORD116-2,44.26,13.86,6.39,3.35,0.67,0.77,2.96,11.74,0.0,8.27,0.53,0.2,1.52,2.63,1.7,6.63,0.54,2.96,1.0,4.34
SNORD116-3,5.47,3.09,1.55,0.0,0.67,1.06,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.71,0.25,1.1,0.0,0.52,0.59,1.28
SNORD116-4,127.81,43.49,27.97,6.58,12.94,5.9,4.9,32.69,0.0,27.24,1.29,1.88,2.64,5.65,5.8,11.76,14.51,5.59,6.27,20.92
SNORD116-5,2.43,1.54,1.55,0.0,0.0,0.26,0.0,2.17,0.0,0.0,0.26,0.0,0.16,0.0,0.49,1.1,0.0,1.35,0.21,2.04
SNORD116-6,27.61,22.89,6.35,1.98,1.34,2.33,0.99,8.26,0.0,9.98,0.26,1.04,0.65,3.52,1.2,3.81,2.69,3.97,3.15,7.29
SNORD116-7,15.16,11.55,2.63,2.02,2.05,0.77,0.0,3.78,0.0,5.51,0.53,0.0,0.84,2.38,0.74,3.85,1.65,1.35,2.18,2.55
SNORD116-8,15.16,6.18,5.09,0.68,0.67,1.06,0.0,8.56,0.0,2.76,0.0,0.0,0.0,0.25,0.0,1.1,1.07,1.61,0.38,2.04
SNORD116-9,3.65,2.32,4.4,0.68,0.0,0.77,0.0,4.38,0.0,0.0,0.0,0.2,0.16,0.25,0.0,0.84,0.54,0.79,0.8,0.51
SNORD116-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-11,1.25,0.0,0.0,0.68,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-12,9.38,3.19,1.59,0.68,0.0,0.0,0.0,1.24,0.0,0.96,0.0,0.87,0.19,0.99,0.25,1.43,0.0,0.56,0.83,0.26
SNORD116-13,16.27,3.19,3.64,1.37,0.0,1.06,0.0,3.91,0.0,1.88,0.0,0.0,0.34,1.7,0.25,4.29,2.25,2.51,2.87,21.03
SNORD116-14,11.28,8.74,5.02,2.05,0.7,0.55,1.02,2.88,0.0,2.84,0.0,0.44,0.19,0.25,1.52,6.26,1.68,1.39,2.67,9.48
SNORD116-15,1.89,0.81,0.9,0.0,0.0,0.0,0.0,1.24,0.0,5.67,0.0,0.2,0.34,0.25,0.25,0.59,1.11,0.26,0.42,0.51
SNORD116-16,1.25,0.0,0.9,0.0,0.0,0.55,0.0,2.04,0.0,3.79,0.0,0.0,0.19,0.0,0.0,0.59,0.0,0.0,0.62,1.31
SNORD116-17,1.89,1.58,0.9,0.0,0.7,0.55,1.02,2.27,0.0,2.84,0.0,0.0,0.34,0.0,0.99,1.14,1.68,0.56,0.42,0.51
SNORD116-18,13.17,9.55,1.37,1.37,0.0,1.06,0.0,0.4,0.0,1.88,0.53,0.0,0.34,0.5,0.74,3.15,1.68,1.95,1.42,3.68
SNORD116-19,7.53,0.81,1.59,1.37,0.0,1.35,0.0,1.84,0.0,0.96,0.26,0.2,0.53,0.75,0.49,1.72,2.25,0.56,0.83,2.62
SNORD116-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-22,3.14,3.19,1.37,0.0,0.0,0.26,0.0,0.4,0.0,0.96,0.0,0.64,0.34,0.0,0.0,0.84,1.11,0.0,0.42,1.06
SNORD116-23,21.91,4.77,1.59,0.0,0.0,0.0,2.04,1.64,0.0,0.0,0.53,0.64,0.19,0.25,0.0,1.43,1.11,0.56,0.83,1.82
SNORD116-24,21.91,12.74,10.93,0.68,3.55,2.4,5.1,9.67,0.0,16.1,1.09,1.31,2.24,3.2,2.26,8.83,5.04,3.34,6.34,5.8
SNORD116-25,1.25,0.81,0.9,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.21,0.51
SNORD116-26,5.4,7.62,5.67,1.33,1.34,3.61,0.99,2.74,0.0,2.72,0.53,1.47,0.65,1.17,0.71,1.9,0.54,2.4,0.8,5.29
SNORD116-27,4.39,0.81,7.54,0.68,0.0,4.3,0.0,4.32,0.0,2.84,0.83,3.92,0.68,1.24,0.49,1.98,1.11,1.65,4.09,5.8
SNORD116-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-29,2.77,2.63,0.76,0.0,0.0,0.29,0.0,4.11,0.0,1.04,0.0,0.74,0.37,0.53,0.57,2.2,2.49,0.6,0.45,0.29
SNORD116-30,1.35,0.0,0.76,0.0,0.0,0.0,0.0,1.57,0.0,1.04,0.0,0.7,0.0,1.6,0.53,5.57,1.81,0.3,0.9,2.0
SNORD117,7.6,24.08,14.07,10.84,16.33,10.38,34.55,5.49,7.47,20.65,9.2,32.16,6.71,7.74,18.91,17.95,10.88,3.04,27.22,12.1
SNORD118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD121A,4.22,8.04,3.57,3.84,2.4,6.92,1.16,5.52,13.05,4.23,10.66,4.66,1.37,3.02,3.96,11.5,3.16,4.05,3.91,12.39
SNORD121B,3.54,1.83,4.91,3.12,1.6,3.35,5.78,2.81,5.18,0.0,4.3,3.45,2.17,1.67,2.86,3.88,0.0,1.87,1.87,5.98
SNORD123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD124,1.11,7.06,5.23,0.61,3.14,1.68,7.21,2.01,3.65,7.55,2.88,3.08,2.61,1.95,1.13,4.29,1.01,0.26,5.26,4.88
SNORD125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD126,0.0,1.9,0.29,0.0,2.53,2.26,0.0,0.5,0.82,4.51,0.0,1.57,0.62,0.6,0.92,1.03,0.0,1.99,0.24,1.57
SNORD127,0.68,5.12,1.95,5.9,0.77,4.3,3.26,2.84,2.18,10.14,4.63,1.64,2.42,3.94,7.28,3.37,1.81,5.62,1.77,3.65
SNORD138,,,,,,,,,,,,,,,,,,,,
SNPH,7.43,0.81,0.32,0.08,0.1,0.04,0.14,0.03,3.54,0.56,6.06,0.33,0.78,0.0,0.0,1.03,0.17,0.07,0.07,0.15
SNRK,8.71,19.59,21.47,10.38,9.61,14.1,7.65,21.85,15.09,21.37,11.98,9.81,9.91,14.24,16.4,8.64,12.06,34.91,73.59,18.15
SNRK-AS1,1.22,3.4,0.47,0.08,0.0,0.15,0.0,0.17,0.25,0.36,12.22,0.07,0.03,0.0,0.0,0.15,0.0,2.06,0.31,0.04
SNRNP25,28.73,55.88,20.03,95.85,78.48,84.11,30.4,50.28,48.15,66.18,25.79,8.34,29.87,140.37,83.07,42.93,40.85,47.17,16.38,26.5
SNRNP27,35.31,45.7,87.87,50.81,43.68,64.92,49.1,55.6,65.81,148.73,50.02,41.54,36.52,54.49,28.92,60.44,36.71,52.94,49.45,110.96
SNRNP35,9.82,10.35,19.05,10.8,10.21,10.49,14.08,23.45,14.76,13.78,13.44,9.58,10.74,6.39,14.46,13.96,9.14,10.01,4.95,17.17
SNRNP40,57.25,71.81,45.47,83.68,61.1,93.55,20.47,40.55,48.8,91.22,52.54,36.34,37.95,82.83,65.72,51.79,58.75,86.43,56.35,63.72
SNRNP48,7.7,20.43,16.74,39.56,29.52,33.77,30.84,18.73,24.17,17.01,13.8,17.35,12.73,34.24,13.47,50.51,44.27,37.61,39.69,25.7
SNRNP70,183.1,286.52,345.92,176.56,190.78,176.75,160.85,215.35,198.4,518.73,206.97,196.19,169.11,244.06,252.58,342.48,225.73,272.97,155.53,311.3
SNRNP200,117.21,209.83,193.38,211.74,159.75,158.21,356.89,127.76,140.38,216.03,166.15,115.5,109.21,222.25,193.19,196.04,169.67,376.75,225.91,116.39
SNRPA,97.66,147.6,105.15,150.2,167.24,200.39,92.7,110.27,129.09,163.75,198.43,139.68,112.81,226.19,249.29,153.33,211.45,256.81,207.86,47.24
SNRPA1,69.34,109.23,90.25,84.51,89.56,99.63,102.02,50.82,60.09,128.17,52.93,64.08,44.62,138.99,144.69,79.81,85.08,79.49,121.21,87.34
SNRPB,184.49,621.65,368.87,761.03,477.72,855.09,298.95,658.76,834.78,696.7,386.56,297.65,509.97,927.38,826.95,540.9,1381.17,1091.75,928.18,559.1
SNRPB2,52.8,105.05,71.31,205.84,68.52,134.02,65.09,98.99,141.24,134.52,76.77,41.23,64.4,138.53,75.4,62.67,120.56,162.24,190.27,102.65
SNRPBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPC,176.18,365.81,210.78,256.92,229.62,210.08,337.54,253.99,230.75,319.83,192.67,284.82,151.66,289.77,266.08,225.64,518.27,409.04,261.99,297.09
SNRPCP1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.23,0.03,0.03,0.0,0.0,0.22,0.0,0.11,0.0,0.04
SNRPCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPCP3,0.47,0.91,0.18,0.11,0.54,0.51,0.78,0.03,0.57,5.67,0.07,0.0,0.25,0.04,0.39,0.29,1.07,0.26,0.1,0.26
SNRPCP4,0.0,0.0,0.0,0.3,0.16,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPCP5,0.3,0.39,0.11,0.0,0.0,0.0,0.51,0.1,0.57,0.0,0.4,0.64,0.43,0.0,0.0,0.0,0.0,0.15,0.59,0.26
SNRPCP6,0.0,0.0,2.81,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPCP8,0.27,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11
SNRPCP9,0.0,1.75,0.29,0.3,0.0,0.26,2.28,0.17,0.39,0.44,0.36,0.4,0.22,0.0,0.0,0.26,0.0,0.0,0.62,0.58
SNRPCP10,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11
SNRPCP11,0.0,0.35,0.11,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.27,0.11,0.1,0.11
SNRPCP13,0.0,1.16,0.0,0.34,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0
SNRPCP14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.5,0.11,0.0,0.0
SNRPCP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
SNRPCP16,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.0,0.0,2.01,0.31,0.0,0.88,0.0,0.0,0.0,3.22,0.11
SNRPCP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11
SNRPCP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPCP19,0.88,1.44,0.04,0.53,0.0,0.44,0.0,0.2,0.46,1.52,0.5,0.0,0.34,0.75,0.6,0.59,0.34,0.0,0.07,1.79
SNRPCP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPD1,44.56,95.82,68.56,128.48,83.41,104.62,59.41,76.38,70.32,79.8,69.29,49.44,44.44,135.22,113.33,73.19,93.92,77.17,41.42,69.15
SNRPD2,426.67,586.34,243.43,644.45,577.88,464.65,849.7,336.59,264.43,657.84,317.47,340.53,213.48,464.52,426.08,263.8,605.2,542.11,293.23,346.88
SNRPD2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
SNRPD2P2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
SNRPD3,110.36,198.1,95.48,154.8,225.52,222.94,179.69,117.83,139.88,257.97,125.37,87.33,69.18,237.09,198.21,97.32,249.07,126.58,123.67,178.98
SNRPE,213.49,318.0,193.49,389.36,305.99,211.47,405.18,159.01,153.07,303.78,146.35,149.53,126.66,264.66,261.17,145.56,347.06,335.62,193.63,293.48
SNRPEP2,0.0,0.0,0.47,0.46,0.0,0.44,0.34,0.2,1.14,1.24,0.36,0.3,0.06,1.39,0.67,0.66,0.57,0.9,0.48,1.06
SNRPEP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPEP4,0.41,4.21,19.49,3.84,1.63,22.99,2.69,15.66,15.44,1.88,15.03,12.56,11.02,0.75,0.81,0.55,4.27,33.48,17.21,24.79
SNRPEP5,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
SNRPEP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPEP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPEP8,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPEP9,0.0,0.0,0.07,0.0,0.0,1.35,0.0,0.07,1.5,0.36,0.33,1.61,0.19,0.28,0.39,0.11,0.0,0.0,0.62,0.62
SNRPEP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPF,62.69,118.92,46.98,96.68,90.81,77.59,91.0,59.05,50.55,98.53,72.0,72.45,45.99,109.58,94.24,46.56,81.15,99.06,60.85,54.68
SNRPFP1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.07,0.0
SNRPFP2,0.0,0.88,0.0,0.49,0.77,0.0,0.37,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
